datum;uhrzeit_start;uhrzeit_ende;zaehlstelle;richtung_1;richtung_2;gesamt;min-temp;max-temp;niederschlag;bewoelkung;sonnenstunden
2010.09.01;00:00;23.59;Arnulf;728;31;759;;;;;
2010.09.02;00:00;23.59;Arnulf;823;30;853;;;;;
2010.09.03;00:00;23.59;Arnulf;754;33;787;;;;;
2010.09.04;00:00;23.59;Arnulf;391;14;405;;;;;
2010.09.05;00:00;23.59;Arnulf;554;20;574;;;;;
2010.09.06;00:00;23.59;Arnulf;942;32;974;;;;;
2010.09.07;00:00;23.59;Arnulf;716;19;735;;;;;
2010.09.08;00:00;23.59;Arnulf;632;35;667;;;;;
2010.09.09;00:00;23.59;Arnulf;602;24;626;;;;;
2010.09.10;00:00;23.59;Arnulf;938;37;975;;;;;
2010.09.11;00:00;23.59;Arnulf;730;22;752;;;;;
2010.09.12;00:00;23.59;Arnulf;626;29;655;;;;;
2010.09.13;00:00;23.59;Arnulf;406;15;421;;;;;
2010.09.14;00:00;23.59;Arnulf;767;32;799;;;;;
2010.09.15;00:00;23.59;Arnulf;1050;36;1086;;;;;
2010.09.16;00:00;23.59;Arnulf;867;33;900;;;;;
2010.09.17;00:00;23.59;Arnulf;809;39;848;;;;;
2010.09.18;00:00;23.59;Arnulf;628;33;661;;;;;
2010.09.19;00:00;23.59;Arnulf;616;33;649;;;;;
2010.09.20;00:00;23.59;Arnulf;1053;33;1086;;;;;
2010.09.21;00:00;23.59;Arnulf;973;37;1010;;;;;
2010.09.22;00:00;23.59;Arnulf;1109;34;1143;;;;;
2010.09.23;00:00;23.59;Arnulf;1164;37;1201;;;;;
2010.09.24;00:00;23.59;Arnulf;1043;32;1075;;;;;
2010.09.25;00:00;23.59;Arnulf;202;14;216;;;;;
2010.09.26;00:00;23.59;Arnulf;324;10;334;;;;;
2010.09.27;00:00;23.59;Arnulf;994;32;1026;;;;;
2010.09.28;00:00;23.59;Arnulf;784;25;809;;;;;
2010.09.29;00:00;23.59;Arnulf;690;22;712;;;;;
2010.09.30;00:00;23.59;Arnulf;925;36;961;;;;;
2010.09.01;00:00;23.59;Kreuther;314;191;505;;;;;
2010.09.02;00:00;23.59;Kreuther;366;222;588;;;;;
2010.09.03;00:00;23.59;Kreuther;305;216;521;;;;;
2010.09.04;00:00;23.59;Kreuther;101;75;176;;;;;
2010.09.05;00:00;23.59;Kreuther;272;184;456;;;;;
2010.09.06;00:00;23.59;Kreuther;340;258;598;;;;;
2010.09.07;00:00;23.59;Kreuther;262;181;443;;;;;
2010.09.08;00:00;23.59;Kreuther;261;174;435;;;;;
2010.09.09;00:00;23.59;Kreuther;224;150;374;;;;;
2010.09.10;00:00;23.59;Kreuther;322;220;542;;;;;
2010.09.11;00:00;23.59;Kreuther;287;217;504;;;;;
2010.09.12;00:00;23.59;Kreuther;412;282;694;;;;;
2010.09.13;00:00;23.59;Kreuther;143;100;243;;;;;
2010.09.14;00:00;23.59;Kreuther;326;233;559;;;;;
2010.09.15;00:00;23.59;Kreuther;391;285;676;;;;;
2010.09.16;00:00;23.59;Kreuther;324;229;553;;;;;
2010.09.17;00:00;23.59;Kreuther;318;229;547;;;;;
2010.09.18;00:00;23.59;Kreuther;236;160;396;;;;;
2010.09.19;00:00;23.59;Kreuther;268;217;485;;;;;
2010.09.20;00:00;23.59;Kreuther;373;292;665;;;;;
2010.09.21;00:00;23.59;Kreuther;357;260;617;;;;;
2010.09.22;00:00;23.59;Kreuther;433;311;744;;;;;
2010.09.23;00:00;23.59;Kreuther;399;274;673;;;;;
2010.09.24;00:00;23.59;Kreuther;378;283;661;;;;;
2010.09.25;00:00;23.59;Kreuther;61;38;99;;;;;
2010.09.26;00:00;23.59;Kreuther;152;99;251;;;;;
2010.09.27;00:00;23.59;Kreuther;338;249;587;;;;;
2010.09.28;00:00;23.59;Kreuther;280;179;459;;;;;
2010.09.29;00:00;23.59;Kreuther;235;165;400;;;;;
2010.09.30;00:00;23.59;Kreuther;317;234;551;;;;;
2010.09.01;00:00;23.59;Olympia;483;615;1098;;;;;
2010.09.02;00:00;23.59;Olympia;586;766;1352;;;;;
2010.09.03;00:00;23.59;Olympia;482;620;1102;;;;;
2010.09.04;00:00;23.59;Olympia;258;340;598;;;;;
2010.09.05;00:00;23.59;Olympia;706;820;1526;;;;;
2010.09.06;00:00;23.59;Olympia;766;855;1621;;;;;
2010.09.07;00:00;23.59;Olympia;536;528;1064;;;;;
2010.09.08;00:00;23.59;Olympia;502;497;999;;;;;
2010.09.09;00:00;23.59;Olympia;588;586;1174;;;;;
2010.09.10;00:00;23.59;Olympia;702;691;1393;;;;;
2010.09.11;00:00;23.59;Olympia;875;823;1698;;;;;
2010.09.12;00:00;23.59;Olympia;1040;1021;2061;;;;;
2010.09.13;00:00;23.59;Olympia;304;297;601;;;;;
2010.09.14;00:00;23.59;Olympia;630;675;1305;;;;;
