datum;uhrzeit_start;uhrzeit_ende;zaehlstelle;richtung_1;richtung_2;gesamt;min-temp;max-temp;niederschlag;bewoelkung;sonnenstunden
2010.12.01;00:00;23.59;Arnulf;0;0;0;;;;;
2010.12.02;00:00;23.59;Arnulf;0;0;0;;;;;
2010.12.03;00:00;23.59;Arnulf;0;0;0;;;;;
2010.12.04;00:00;23.59;Arnulf;0;0;0;;;;;
2010.12.05;00:00;23.59;Arnulf;0;0;0;;;;;
2010.12.06;00:00;23.59;Arnulf;0;0;0;;;;;
2010.12.07;00:00;23.59;Arnulf;252;18;270;;;;;
2010.12.08;00:00;23.59;Arnulf;409;16;425;;;;;
2010.12.09;00:00;23.59;Arnulf;139;5;144;;;;;
2010.12.10;00:00;23.59;Arnulf;16;1;17;;;;;
2010.12.11;00:00;23.59;Arnulf;64;11;75;;;;;
2010.12.12;00:00;23.59;Arnulf;60;6;66;;;;;
2010.12.13;00:00;23.59;Arnulf;63;10;73;;;;;
2010.12.14;00:00;23.59;Arnulf;48;2;50;;;;;
2010.12.15;00:00;23.59;Arnulf;19;6;25;;;;;
2010.12.16;00:00;23.59;Arnulf;13;3;16;;;;;
2010.12.17;00:00;23.59;Arnulf;14;3;17;;;;;
2010.12.18;00:00;23.59;Arnulf;7;2;9;;;;;
2010.12.19;00:00;23.59;Arnulf;4;1;5;;;;;
2010.12.20;00:00;23.59;Arnulf;82;3;85;;;;;
2010.12.21;00:00;23.59;Arnulf;201;8;209;;;;;
2010.12.22;00:00;23.59;Arnulf;75;4;79;;;;;
2010.12.23;00:00;23.59;Arnulf;185;7;192;;;;;
2010.12.24;00:00;23.59;Arnulf;26;2;28;;;;;
2010.12.25;00:00;23.59;Arnulf;0;0;0;;;;;
2010.12.26;00:00;23.59;Arnulf;0;0;0;;;;;
2010.12.27;00:00;23.59;Arnulf;0;0;0;;;;;
2010.12.28;00:00;23.59;Arnulf;0;0;0;;;;;
2010.12.29;00:00;23.59;Arnulf;13;5;18;;;;;
2010.12.30;00:00;23.59;Arnulf;75;20;95;;;;;
2010.12.31;00:00;23.59;Arnulf;0;1;1;;;;;
2010.12.01;00:00;23.59;Kreuther;0;0;0;;;;;
2010.12.02;00:00;23.59;Kreuther;0;0;0;;;;;
2010.12.03;00:00;23.59;Kreuther;0;0;0;;;;;
2010.12.04;00:00;23.59;Kreuther;0;0;0;;;;;
2010.12.05;00:00;23.59;Kreuther;0;0;0;;;;;
2010.12.06;00:00;23.59;Kreuther;0;0;0;;;;;
2010.12.07;00:00;23.59;Kreuther;44;29;73;;;;;
2010.12.08;00:00;23.59;Kreuther;73;45;118;;;;;
2010.12.09;00:00;23.59;Kreuther;16;6;22;;;;;
2010.12.10;00:00;23.59;Kreuther;3;0;3;;;;;
2010.12.11;00:00;23.59;Kreuther;11;10;21;;;;;
2010.12.12;00:00;23.59;Kreuther;9;2;11;;;;;
2010.12.13;00:00;23.59;Kreuther;3;4;7;;;;;
2010.12.14;00:00;23.59;Kreuther;0;0;0;;;;;
2010.12.15;00:00;23.59;Kreuther;0;0;0;;;;;
2010.12.16;00:00;23.59;Kreuther;0;0;0;;;;;
2010.12.17;00:00;23.59;Kreuther;0;0;0;;;;;
2010.12.18;00:00;23.59;Kreuther;0;0;0;;;;;
2010.12.19;00:00;23.59;Kreuther;0;0;0;;;;;
2010.12.20;00:00;23.59;Kreuther;13;18;31;;;;;
2010.12.21;00:00;23.59;Kreuther;13;18;31;;;;;
2010.12.22;00:00;23.59;Kreuther;28;16;44;;;;;
2010.12.23;00:00;23.59;Kreuther;19;17;36;;;;;
2010.12.24;00:00;23.59;Kreuther;0;0;0;;;;;
2010.12.25;00:00;23.59;Kreuther;0;0;0;;;;;
2010.12.26;00:00;23.59;Kreuther;0;0;0;;;;;
2010.12.27;00:00;23.59;Kreuther;0;0;0;;;;;
2010.12.28;00:00;23.59;Kreuther;0;0;0;;;;;
2010.12.29;00:00;23.59;Kreuther;0;0;0;;;;;
2010.12.30;00:00;23.59;Kreuther;0;0;0;;;;;
2010.12.31;00:00;23.59;Kreuther;0;0;0;;;;;
2010.12.01;00:00;23.59;Olympia;91;113;204;;;;;
2010.12.02;00:00;23.59;Olympia;64;83;147;;;;;
2010.12.03;00:00;23.59;Olympia;46;70;116;;;;;
2010.12.04;00:00;23.59;Olympia;51;49;100;;;;;
2010.12.05;00:00;23.59;Olympia;31;58;89;;;;;
2010.12.06;00:00;23.59;Olympia;292;284;576;;;;;
2010.12.07;00:00;23.59;Olympia;439;445;884;;;;;
2010.12.08;00:00;23.59;Olympia;455;471;926;;;;;
2010.12.09;00:00;23.59;Olympia;224;215;439;;;;;
2010.12.10;00:00;23.59;Olympia;84;78;162;;;;;
2010.12.11;00:00;23.59;Olympia;132;120;252;;;;;
2010.12.12;00:00;23.59;Olympia;138;131;269;;;;;
2010.12.13;00:00;23.59;Olympia;146;117;263;;;;;
2010.12.14;00:00;23.59;Olympia;159;141;300;;;;;
2010.12.15;00:00;23.59;Olympia;94;82;176;;;;;
2010.12.16;00:00;23.59;Olympia;37;23;60;;;;;
2010.12.17;00:00;23.59;Olympia;37;18;55;;;;;
2010.12.18;00:00;23.59;Olympia;14;11;25;;;;;
2010.12.19;00:00;23.59;Olympia;21;16;37;;;;;
2010.12.20;00:00;23.59;Olympia;243;90;333;;;;;
2010.12.21;00:00;23.59;Olympia;233;46;279;;;;;
2010.12.22;00:00;23.59;Olympia;239;63;302;;;;;
2010.12.23;00:00;23.59;Olympia;177;34;211;;;;;
2010.12.24;00:00;23.59;Olympia;23;14;37;;;;;
2010.12.25;00:00;23.59;Olympia;10;4;14;;;;;
2010.12.26;00:00;23.59;Olympia;9;10;19;;;;;
2010.12.27;00:00;23.59;Olympia;17;35;52;;;;;
2010.12.28;00:00;23.59;Olympia;50;67;117;;;;;
2010.12.29;00:00;23.59;Olympia;48;68;116;;;;;
2010.12.30;00:00;23.59;Olympia;93;113;206;;;;;
2010.12.31;00:00;23.59;Olympia;82;46;128;;;;;
2010.12.01;00:00;23.59;Hirsch;20;40;60;;;;;
2010.12.02;00:00;23.59;Hirsch;24;21;45;;;;;
2010.12.03;00:00;23.59;Hirsch;18;23;41;;;;;
2010.12.04;00:00;23.59;Hirsch;9;16;25;;;;;
2010.12.05;00:00;23.59;Hirsch;10;13;23;;;;;
2010.12.06;00:00;23.59;Hirsch;35;39;74;;;;;
2010.12.07;00:00;23.59;Hirsch;69;77;146;;;;;
2010.12.08;00:00;23.59;Hirsch;107;115;222;;;;;
2010.12.09;00:00;23.59;Hirsch;28;29;57;;;;;
2010.12.10;00:00;23.59;Hirsch;19;9;28;;;;;
2010.12.11;00:00;23.59;Hirsch;23;24;47;;;;;
2010.12.12;00:00;23.59;Hirsch;18;22;40;;;;;
2010.12.13;00:00;23.59;Hirsch;7;15;22;;;;;
2010.12.14;00:00;23.59;Hirsch;5;5;10;;;;;
2010.12.15;00:00;23.59;Hirsch;2;4;6;;;;;
