datum;uhrzeit_start;uhrzeit_ende;zaehlstelle;richtung_1;richtung_2;gesamt;min-temp;max-temp;niederschlag;bewoelkung;sonnenstunden
2009.02.01;00:00;23.59;Arnulf;100;8;108;;;;;
2009.02.02;00:00;23.59;Arnulf;429;25;454;;;;;
2009.02.03;00:00;23.59;Arnulf;922;37;959;;;;;
2009.02.04;00:00;23.59;Arnulf;568;41;609;;;;;
2009.02.05;00:00;23.59;Arnulf;526;44;570;;;;;
2009.02.06;00:00;23.59;Arnulf;523;26;549;;;;;
2009.02.07;00:00;23.59;Arnulf;252;17;269;;;;;
2009.02.08;00:00;23.59;Arnulf;63;9;72;;;;;
2009.02.09;00:00;23.59;Arnulf;451;31;482;;;;;
2009.02.10;00:00;23.59;Arnulf;367;28;395;;;;;
2009.02.11;00:00;23.59;Arnulf;247;23;270;;;;;
2009.02.12;00:00;23.59;Arnulf;0;0;0;;;;;
2009.02.13;00:00;23.59;Arnulf;0;0;0;;;;;
2009.02.14;00:00;23.59;Arnulf;0;0;0;;;;;
2009.02.15;00:00;23.59;Arnulf;0;0;0;;;;;
2009.02.16;00:00;23.59;Arnulf;0;0;0;;;;;
2009.02.17;00:00;23.59;Arnulf;0;0;0;;;;;
2009.02.18;00:00;23.59;Arnulf;0;0;0;;;;;
2009.02.19;00:00;23.59;Arnulf;0;0;0;;;;;
2009.02.20;00:00;23.59;Arnulf;0;0;0;;;;;
2009.02.21;00:00;23.59;Arnulf;0;0;0;;;;;
2009.02.22;00:00;23.59;Arnulf;0;0;0;;;;;
2009.02.23;00:00;23.59;Arnulf;0;0;0;;;;;
2009.02.24;00:00;23.59;Arnulf;0;0;0;;;;;
2009.02.25;00:00;23.59;Arnulf;0;0;0;;;;;
2009.02.26;00:00;23.59;Arnulf;0;0;0;;;;;
2009.02.27;00:00;23.59;Arnulf;0;0;0;;;;;
2009.02.28;00:00;23.59;Arnulf;0;0;0;;;;;
2009.02.01;00:00;23.59;Kreuther;0;0;0;;;;;
2009.02.02;00:00;23.59;Kreuther;39;28;67;;;;;
2009.02.03;00:00;23.59;Kreuther;83;52;135;;;;;
2009.02.04;00:00;23.59;Kreuther;45;36;81;;;;;
2009.02.05;00:00;23.59;Kreuther;46;39;85;;;;;
2009.02.06;00:00;23.59;Kreuther;45;35;80;;;;;
2009.02.07;00:00;23.59;Kreuther;45;25;70;;;;;
2009.02.08;00:00;23.59;Kreuther;10;11;21;;;;;
2009.02.09;00:00;23.59;Kreuther;27;22;49;;;;;
2009.02.10;00:00;23.59;Kreuther;0;0;0;;;;;
2009.02.11;00:00;23.59;Kreuther;0;0;0;;;;;
2009.02.12;00:00;23.59;Kreuther;0;0;0;;;;;
2009.02.13;00:00;23.59;Kreuther;0;0;0;;;;;
2009.02.14;00:00;23.59;Kreuther;0;0;0;;;;;
2009.02.15;00:00;23.59;Kreuther;0;0;0;;;;;
2009.02.16;00:00;23.59;Kreuther;0;0;0;;;;;
2009.02.17;00:00;23.59;Kreuther;0;0;0;;;;;
2009.02.18;00:00;23.59;Kreuther;0;0;0;;;;;
2009.02.19;00:00;23.59;Kreuther;0;0;0;;;;;
2009.02.20;00:00;23.59;Kreuther;0;0;0;;;;;
2009.02.21;00:00;23.59;Kreuther;0;0;0;;;;;
2009.02.22;00:00;23.59;Kreuther;0;0;0;;;;;
2009.02.23;00:00;23.59;Kreuther;18;26;44;;;;;
2009.02.24;00:00;23.59;Kreuther;42;28;70;;;;;
2009.02.25;00:00;23.59;Kreuther;25;25;50;;;;;
2009.02.26;00:00;23.59;Kreuther;30;32;62;;;;;
2009.02.27;00:00;23.59;Kreuther;63;42;105;;;;;
2009.02.28;00:00;23.59;Kreuther;43;31;74;;;;;
2009.02.01;00:00;23.59;Olympia;0;0;0;;;;;
2009.02.02;00:00;23.59;Olympia;0;0;0;;;;;
2009.02.03;00:00;23.59;Olympia;0;0;0;;;;;
2009.02.04;00:00;23.59;Olympia;0;0;0;;;;;
2009.02.05;00:00;23.59;Olympia;0;0;0;;;;;
2009.02.06;00:00;23.59;Olympia;0;0;0;;;;;
2009.02.07;00:00;23.59;Olympia;0;0;0;;;;;
2009.02.08;00:00;23.59;Olympia;0;0;0;;;;;
2009.02.09;00:00;23.59;Olympia;0;0;0;;;;;
2009.02.10;00:00;23.59;Olympia;0;0;0;;;;;
2009.02.11;00:00;23.59;Olympia;0;0;0;;;;;
2009.02.12;00:00;23.59;Olympia;0;0;0;;;;;
2009.02.13;00:00;23.59;Olympia;0;0;0;;;;;
2009.02.14;00:00;23.59;Olympia;0;0;0;;;;;
2009.02.15;00:00;23.59;Olympia;0;0;0;;;;;
2009.02.16;00:00;23.59;Olympia;0;0;0;;;;;
2009.02.17;00:00;23.59;Olympia;0;0;0;;;;;
2009.02.18;00:00;23.59;Olympia;0;0;0;;;;;
2009.02.19;00:00;23.59;Olympia;0;0;0;;;;;
