datum;uhrzeit_start;uhrzeit_ende;zaehlstelle;richtung_1;richtung_2;gesamt;min-temp;max-temp;niederschlag;bewoelkung;sonnenstunden
2009.07.01;00:00;23.59;Arnulf;1373;57;1430;;;;;
2009.07.02;00:00;23.59;Arnulf;1300;93;1393;;;;;
2009.07.03;00:00;23.59;Arnulf;982;48;1030;;;;;
2009.07.04;00:00;23.59;Arnulf;833;44;877;;;;;
2009.07.05;00:00;23.59;Arnulf;538;21;559;;;;;
2009.07.06;00:00;23.59;Arnulf;623;38;661;;;;;
2009.07.07;00:00;23.59;Arnulf;719;56;775;;;;;
2009.07.08;00:00;23.59;Arnulf;976;69;1045;;;;;
2009.07.09;00:00;23.59;Arnulf;827;49;876;;;;;
2009.07.10;00:00;23.59;Arnulf;943;39;982;;;;;
2009.07.11;00:00;23.59;Arnulf;780;37;817;;;;;
2009.07.12;00:00;23.59;Arnulf;628;25;653;;;;;
2009.07.13;00:00;23.59;Arnulf;1063;42;1105;;;;;
2009.07.14;00:00;23.59;Arnulf;1504;68;1572;;;;;
2009.07.15;00:00;23.59;Arnulf;1047;76;1123;;;;;
2009.07.16;00:00;23.59;Arnulf;1418;71;1489;;;;;
2009.07.17;00:00;23.59;Arnulf;978;58;1036;;;;;
2009.07.18;00:00;23.59;Arnulf;115;6;121;;;;;
2009.07.19;00:00;23.59;Arnulf;518;20;538;;;;;
2009.07.20;00:00;23.59;Arnulf;1145;56;1201;;;;;
2009.07.21;00:00;23.59;Arnulf;1463;66;1529;;;;;
2009.07.22;00:00;23.59;Arnulf;1398;78;1476;;;;;
2009.07.23;00:00;23.59;Arnulf;1008;74;1082;;;;;
2009.07.24;00:00;23.59;Arnulf;948;53;1001;;;;;
2009.07.25;00:00;23.59;Arnulf;533;20;553;;;;;
2009.07.26;00:00;23.59;Arnulf;651;42;693;;;;;
2009.07.27;00:00;23.59;Arnulf;1264;57;1321;;;;;
2009.07.28;00:00;23.59;Arnulf;920;52;972;;;;;
2009.07.29;00:00;23.59;Arnulf;1382;66;1448;;;;;
2009.07.30;00:00;23.59;Arnulf;1157;46;1203;;;;;
2009.07.31;00:00;23.59;Arnulf;1161;55;1216;;;;;
2009.07.01;00:00;23.59;Kreuther;538;416;954;;;;;
2009.07.02;00:00;23.59;Kreuther;496;351;847;;;;;
2009.07.03;00:00;23.59;Kreuther;381;324;705;;;;;
2009.07.04;00:00;23.59;Kreuther;258;194;452;;;;;
2009.07.05;00:00;23.59;Kreuther;233;167;400;;;;;
2009.07.06;00:00;23.59;Kreuther;259;171;430;;;;;
2009.07.07;00:00;23.59;Kreuther;305;207;512;;;;;
2009.07.08;00:00;23.59;Kreuther;372;270;642;;;;;
2009.07.09;00:00;23.59;Kreuther;327;265;592;;;;;
2009.07.10;00:00;23.59;Kreuther;355;253;608;;;;;
2009.07.11;00:00;23.59;Kreuther;260;201;461;;;;;
2009.07.12;00:00;23.59;Kreuther;302;282;584;;;;;
2009.07.13;00:00;23.59;Kreuther;442;309;751;;;;;
2009.07.14;00:00;23.59;Kreuther;563;458;1021;;;;;
2009.07.15;00:00;23.59;Kreuther;509;407;916;;;;;
2009.07.16;00:00;23.59;Kreuther;609;414;1023;;;;;
2009.07.17;00:00;23.59;Kreuther;454;334;788;;;;;
2009.07.18;00:00;23.59;Kreuther;42;30;72;;;;;
2009.07.19;00:00;23.59;Kreuther;256;227;483;;;;;
2009.07.20;00:00;23.59;Kreuther;532;411;943;;;;;
2009.07.21;00:00;23.59;Kreuther;653;476;1129;;;;;
2009.07.22;00:00;23.59;Kreuther;639;433;1072;;;;;
2009.07.23;00:00;23.59;Kreuther;474;340;814;;;;;
2009.07.24;00:00;23.59;Kreuther;463;381;844;;;;;
2009.07.25;00:00;23.59;Kreuther;211;150;361;;;;;
2009.07.26;00:00;23.59;Kreuther;487;386;873;;;;;
2009.07.27;00:00;23.59;Kreuther;664;488;1152;;;;;
2009.07.28;00:00;23.59;Kreuther;378;269;647;;;;;
2009.07.29;00:00;23.59;Kreuther;610;488;1098;;;;;
2009.07.30;00:00;23.59;Kreuther;480;355;835;;;;;
2009.07.31;00:00;23.59;Kreuther;480;358;838;;;;;
2009.07.01;00:00;23.59;Olympia;0;0;0;;;;;
2009.07.02;00:00;23.59;Olympia;0;0;0;;;;;
2009.07.03;00:00;23.59;Olympia;0;0;0;;;;;
2009.07.04;00:00;23.59;Olympia;0;0;0;;;;;
2009.07.05;00:00;23.59;Olympia;0;0;0;;;;;
2009.07.06;00:00;23.59;Olympia;0;0;0;;;;;
2009.07.07;00:00;23.59;Olympia;0;0;0;;;;;
2009.07.08;00:00;23.59;Olympia;0;0;0;;;;;
2009.07.09;00:00;23.59;Olympia;0;0;0;;;;;
2009.07.10;00:00;23.59;Olympia;0;0;0;;;;;
2009.07.11;00:00;23.59;Olympia;0;0;0;;;;;
2009.07.12;00:00;23.59;Olympia;0;0;0;;;;;
2009.07.13;00:00;23.59;Olympia;0;0;0;;;;;
2009.07.14;00:00;23.59;Olympia;0;0;0;;;;;
2009.07.15;00:00;23.59;Olympia;0;0;0;;;;;
2009.07.16;00:00;23.59;Olympia;0;0;0;;;;;
2009.07.17;00:00;23.59;Olympia;0;0;0;;;;;
2009.07.18;00:00;23.59;Olympia;0;0;0;;;;;
2009.07.19;00:00;23.59;Olympia;0;0;0;;;;;
2009.07.20;00:00;23.59;Olympia;0;0;0;;;;;
2009.07.21;00:00;23.59;Olympia;0;0;0;;;;;
2009.07.22;00:00;23.59;Olympia;0;0;0;;;;;
2009.07.23;00:00;23.59;Olympia;0;0;0;;;;;
2009.07.24;00:00;23.59;Olympia;0;0;0;;;;;
2009.07.25;00:00;23.59;Olympia;0;0;0;;;;;
2009.07.26;00:00;23.59;Olympia;0;0;0;;;;;
2009.07.27;00:00;23.59;Olympia;0;0;0;;;;;
2009.07.28;00:00;23.59;Olympia;0;0;0;;;;;
2009.07.29;00:00;23.59;Olympia;0;0;0;;;;;
2009.07.30;00:00;23.59;Olympia;1048;1012;2060;;;;;
2009.07.31;00:00;23.59;Olympia;1004;991;1995;;;;;
2009.07.01;00:00;23.59;Hirsch;0;0;0;;;;;
2009.07.02;00:00;23.59;Hirsch;0;0;0;;;;;
2009.07.03;00:00;23.59;Hirsch;0;0;0;;;;;
2009.07.04;00:00;23.59;Hirsch;0;0;0;;;;;
2009.07.05;00:00;23.59;Hirsch;0;0;0;;;;;
2009.07.06;00:00;23.59;Hirsch;0;0;0;;;;;
2009.07.07;00:00;23.59;Hirsch;0;0;0;;;;;
2009.07.08;00:00;23.59;Hirsch;0;0;0;;;;;
2009.07.09;00:00;23.59;Hirsch;0;0;0;;;;;
2009.07.10;00:00;23.59;Hirsch;0;0;0;;;;;
2009.07.11;00:00;23.59;Hirsch;0;0;0;;;;;
2009.07.12;00:00;23.59;Hirsch;0;0;0;;;;;
2009.07.13;00:00;23.59;Hirsch;0;0;0;;;;;
2009.07.14;00:00;23.59;Hirsch;0;0;0;;;;;
2009.07.15;00:00;23.59;Hirsch;0;0;0;;;;;
2009.07.16;00:00;23.59;Hirsch;0;0;0;;;;;
2009.07.17;00:00;23.59;Hirsch;0;0;0;;;;;
2009.07.18;00:00;23.59;Hirsch;0;0;0;;;;;
2009.07.19;00:00;23.59;Hirsch;0;0;0;;;;;
2009.07.20;00:00;23.59;Hirsch;0;0;0;;;;;
2009.07.21;00:00;23.59;Hirsch;0;0;0;;;;;
2009.07.22;00:00;23.59;Hirsch;0;0;0;;;;;
2009.07.23;00:00;23.59;Hirsch;0;0;0;;;;;
2009.07.24;00:00;23.59;Hirsch;0;0;0;;;;;
2009.07.25;00:00;23.59;Hirsch;0;0;0;;;;;
2009.07.26;00:00;23.59;Hirsch;0;0;0;;;;;
2009.07.27;00:00;23.59;Hirsch;0;0;0;;;;;
2009.07.28;00:00;23.59;Hirsch;0;0;0;;;;;
2009.07.29;00:00;23.59;Hirsch;0;0;0;;;;;
2009.07.30;00:00;23.59;Hirsch;0;0;0;;;;;
2009.07.31;00:00;23.59;Hirsch;0;0;0;;;;;
