datum;uhrzeit_start;uhrzeit_ende;zaehlstelle;richtung_1;richtung_2;gesamt
2017.06.01;00:00;00:15;Arnulf;6;0;6
2017.06.01;00:15;00:30;Arnulf;6;0;6
2017.06.01;00:30;00:45;Arnulf;7;1;8
2017.06.01;00:45;01:00;Arnulf;7;0;7
2017.06.01;01:00;01:15;Arnulf;1;0;1
2017.06.01;01:15;01:30;Arnulf;1;0;1
2017.06.01;01:30;01:45;Arnulf;1;0;1
2017.06.01;01:45;02:00;Arnulf;1;0;1
2017.06.01;02:00;02:15;Arnulf;1;0;1
2017.06.01;02:15;02:30;Arnulf;0;0;0
2017.06.01;02:30;02:45;Arnulf;0;0;0
2017.06.01;02:45;03:00;Arnulf;0;0;0
2017.06.01;03:00;03:15;Arnulf;0;0;0
2017.06.01;03:15;03:30;Arnulf;0;1;1
2017.06.01;03:30;03:45;Arnulf;0;0;0
2017.06.01;03:45;04:00;Arnulf;0;0;0
2017.06.01;04:00;04:15;Arnulf;0;0;0
2017.06.01;04:15;04:30;Arnulf;2;0;2
2017.06.01;04:30;04:45;Arnulf;2;0;2
2017.06.01;04:45;05:00;Arnulf;5;1;6
2017.06.01;05:00;05:15;Arnulf;2;0;2
2017.06.01;05:15;05:30;Arnulf;6;1;7
2017.06.01;05:30;05:45;Arnulf;12;1;13
2017.06.01;05:45;06:00;Arnulf;8;2;10
2017.06.01;06:00;06:15;Arnulf;12;0;12
2017.06.01;06:15;06:30;Arnulf;22;5;27
2017.06.01;06:30;06:45;Arnulf;21;4;25
2017.06.01;06:45;07:00;Arnulf;23;1;24
2017.06.01;07:00;07:15;Arnulf;24;1;25
2017.06.01;07:15;07:30;Arnulf;43;2;45
2017.06.01;07:30;07:45;Arnulf;43;2;45
2017.06.01;07:45;08:00;Arnulf;50;3;53
2017.06.01;08:00;08:15;Arnulf;67;1;68
2017.06.01;08:15;08:30;Arnulf;68;5;73
2017.06.01;08:30;08:45;Arnulf;78;4;82
2017.06.01;08:45;09:00;Arnulf;69;5;74
2017.06.01;09:00;09:15;Arnulf;50;1;51
2017.06.01;09:15;09:30;Arnulf;39;0;39
2017.06.01;09:30;09:45;Arnulf;29;2;31
2017.06.01;09:45;10:00;Arnulf;23;2;25
2017.06.01;10:00;10:15;Arnulf;16;1;17
2017.06.01;10:15;10:30;Arnulf;14;2;16
2017.06.01;10:30;10:45;Arnulf;27;2;29
2017.06.01;10:45;11:00;Arnulf;21;0;21
2017.06.01;11:00;11:15;Arnulf;13;2;15
2017.06.01;11:15;11:30;Arnulf;22;1;23
2017.06.01;11:30;11:45;Arnulf;21;0;21
2017.06.01;11:45;12:00;Arnulf;20;2;22
2017.06.01;12:00;12:15;Arnulf;31;0;31
2017.06.01;12:15;12:30;Arnulf;24;5;29
2017.06.01;12:30;12:45;Arnulf;20;1;21
2017.06.01;12:45;13:00;Arnulf;24;0;24
2017.06.01;13:00;13:15;Arnulf;15;0;15
2017.06.01;13:15;13:30;Arnulf;31;0;31
2017.06.01;13:30;13:45;Arnulf;24;0;24
2017.06.01;13:45;14:00;Arnulf;27;0;27
2017.06.01;14:00;14:15;Arnulf;16;1;17
2017.06.01;14:15;14:30;Arnulf;30;1;31
2017.06.01;14:30;14:45;Arnulf;15;1;16
2017.06.01;14:45;15:00;Arnulf;22;2;24
2017.06.01;15:00;15:15;Arnulf;25;0;25
2017.06.01;15:15;15:30;Arnulf;33;2;35
2017.06.01;15:30;15:45;Arnulf;20;2;22
2017.06.01;15:45;16:00;Arnulf;33;1;34
2017.06.01;16:00;16:15;Arnulf;32;1;33
2017.06.01;16:15;16:30;Arnulf;45;2;47
2017.06.01;16:30;16:45;Arnulf;39;1;40
2017.06.01;16:45;17:00;Arnulf;31;3;34
2017.06.01;17:00;17:15;Arnulf;56;1;57
2017.06.01;17:15;17:30;Arnulf;38;1;39
2017.06.01;17:30;17:45;Arnulf;68;3;71
2017.06.01;17:45;18:00;Arnulf;65;2;67
2017.06.01;18:00;18:15;Arnulf;67;4;71
2017.06.01;18:15;18:30;Arnulf;63;1;64
2017.06.01;18:30;18:45;Arnulf;49;5;54
2017.06.01;18:45;19:00;Arnulf;41;4;45
2017.06.01;19:00;19:15;Arnulf;44;4;48
2017.06.01;19:15;19:30;Arnulf;24;0;24
2017.06.01;19:30;19:45;Arnulf;30;3;33
2017.06.01;19:45;20:00;Arnulf;19;2;21
2017.06.01;20:00;20:15;Arnulf;28;1;29
2017.06.01;20:15;20:30;Arnulf;24;0;24
2017.06.01;20:30;20:45;Arnulf;16;2;18
2017.06.01;20:45;21:00;Arnulf;13;1;14
2017.06.01;21:00;21:15;Arnulf;9;0;9
2017.06.01;21:15;21:30;Arnulf;15;3;18
2017.06.01;21:30;21:45;Arnulf;19;3;22
2017.06.01;21:45;22:00;Arnulf;9;1;10
2017.06.01;22:00;22:15;Arnulf;14;0;14
2017.06.01;22:15;22:30;Arnulf;15;0;15
2017.06.01;22:30;22:45;Arnulf;10;0;10
2017.06.01;22:45;23:00;Arnulf;19;1;20
2017.06.01;23:00;23:15;Arnulf;9;0;9
2017.06.01;23:15;23:30;Arnulf;14;0;14
2017.06.01;23:30;23:45;Arnulf;10;2;12
2017.06.01;23:45;00:00;Arnulf;14;0;14
2017.06.02;00:00;00:15;Arnulf;4;0;4
2017.06.02;00:15;00:30;Arnulf;7;0;7
2017.06.02;00:30;00:45;Arnulf;7;0;7
2017.06.02;00:45;01:00;Arnulf;6;1;7
2017.06.02;01:00;01:15;Arnulf;6;0;6
2017.06.02;01:15;01:30;Arnulf;1;0;1
2017.06.02;01:30;01:45;Arnulf;0;0;0
2017.06.02;01:45;02:00;Arnulf;0;0;0
2017.06.02;02:00;02:15;Arnulf;3;0;3
2017.06.02;02:15;02:30;Arnulf;3;0;3
2017.06.02;02:30;02:45;Arnulf;0;0;0
2017.06.02;02:45;03:00;Arnulf;0;0;0
2017.06.02;03:00;03:15;Arnulf;0;0;0
2017.06.02;03:15;03:30;Arnulf;1;0;1
2017.06.02;03:30;03:45;Arnulf;1;1;2
2017.06.02;03:45;04:00;Arnulf;1;0;1
2017.06.02;04:00;04:15;Arnulf;0;0;0
2017.06.02;04:15;04:30;Arnulf;1;0;1
2017.06.02;04:30;04:45;Arnulf;0;0;0
2017.06.02;04:45;05:00;Arnulf;2;0;2
2017.06.02;05:00;05:15;Arnulf;3;1;4
2017.06.02;05:15;05:30;Arnulf;6;1;7
2017.06.02;05:30;05:45;Arnulf;5;0;5
2017.06.02;05:45;06:00;Arnulf;9;1;10
2017.06.02;06:00;06:15;Arnulf;12;0;12
2017.06.02;06:15;06:30;Arnulf;15;2;17
2017.06.02;06:30;06:45;Arnulf;17;3;20
2017.06.02;06:45;07:00;Arnulf;19;2;21
2017.06.02;07:00;07:15;Arnulf;22;0;22
2017.06.02;07:15;07:30;Arnulf;29;3;32
2017.06.02;07:30;07:45;Arnulf;51;2;53
2017.06.02;07:45;08:00;Arnulf;67;1;68
2017.06.02;08:00;08:15;Arnulf;52;1;53
2017.06.02;08:15;08:30;Arnulf;58;4;62
2017.06.02;08:30;08:45;Arnulf;62;2;64
2017.06.02;08:45;09:00;Arnulf;58;7;65
2017.06.02;09:00;09:15;Arnulf;37;2;39
2017.06.02;09:15;09:30;Arnulf;47;4;51
2017.06.02;09:30;09:45;Arnulf;23;0;23
2017.06.02;09:45;10:00;Arnulf;29;2;31
2017.06.02;10:00;10:15;Arnulf;9;0;9
2017.06.02;10:15;10:30;Arnulf;18;4;22
2017.06.02;10:30;10:45;Arnulf;52;0;52
2017.06.02;10:45;11:00;Arnulf;21;2;23
