datum;uhrzeit_start;uhrzeit_ende;zaehlstelle;richtung_1;richtung_2;gesamt;min-temp;max-temp;niederschlag;bewoelkung;sonnenstunden
2013.02.01;00:00;23.59;Arnulf;296;28;324;;;;;
2013.02.02;00:00;23.59;Arnulf;166;28;194;;;;;
2013.02.03;00:00;23.59;Arnulf;142;25;167;;;;;
2013.02.04;00:00;23.59;Arnulf;256;30;286;;;;;
2013.02.05;00:00;23.59;Arnulf;392;23;415;;;;;
2013.02.06;00:00;23.59;Arnulf;343;22;365;;;;;
2013.02.07;00:00;23.59;Arnulf;275;24;299;;;;;
2013.02.08;00:00;23.59;Arnulf;228;18;246;;;;;
2013.02.09;00:00;23.59;Arnulf;52;7;59;;;;;
2013.02.10;00:00;23.59;Arnulf;43;6;49;;;;;
2013.02.11;00:00;23.59;Arnulf;162;7;169;;;;;
2013.02.12;00:00;23.59;Arnulf;97;8;105;;;;;
2013.02.13;00:00;23.59;Arnulf;45;5;50;;;;;
2013.02.14;00:00;23.59;Arnulf;86;6;92;;;;;
2013.02.15;00:00;23.59;Arnulf;120;16;136;;;;;
2013.02.16;00:00;23.59;Arnulf;115;9;124;;;;;
2013.02.17;00:00;23.59;Arnulf;97;11;108;;;;;
2013.02.18;00:00;23.59;Arnulf;337;17;354;;;;;
2013.02.19;00:00;23.59;Arnulf;329;13;342;;;;;
2013.02.20;00:00;23.59;Arnulf;113;9;122;;;;;
2013.02.21;00:00;23.59;Arnulf;125;10;135;;;;;
2013.02.22;00:00;23.59;Arnulf;126;4;130;;;;;
2013.02.23;00:00;23.59;Arnulf;56;1;57;;;;;
2013.02.24;00:00;23.59;Arnulf;37;4;41;;;;;
2013.02.25;00:00;23.59;Arnulf;213;14;227;;;;;
2013.02.26;00:00;23.59;Arnulf;78;7;85;;;;;
2013.02.27;00:00;23.59;Arnulf;206;15;221;;;;;
2013.02.28;00:00;23.59;Arnulf;373;14;387;;;;;
2013.02.01;00:00;23.59;Kreuther;24;20;44;;;;;
2013.02.02;00:00;23.59;Kreuther;5;12;17;;;;;
2013.02.03;00:00;23.59;Kreuther;1;3;4;;;;;
2013.02.04;00:00;23.59;Kreuther;15;15;30;;;;;
2013.02.05;00:00;23.59;Kreuther;32;22;54;;;;;
2013.02.06;00:00;23.59;Kreuther;24;13;37;;;;;
2013.02.07;00:00;23.59;Kreuther;12;15;27;;;;;
2013.02.08;00:00;23.59;Kreuther;0;0;0;;;;;
2013.02.09;00:00;23.59;Kreuther;0;0;0;;;;;
2013.02.10;00:00;23.59;Kreuther;0;0;0;;;;;
2013.02.11;00:00;23.59;Kreuther;0;0;0;;;;;
2013.02.12;00:00;23.59;Kreuther;0;0;0;;;;;
2013.02.13;00:00;23.59;Kreuther;0;0;0;;;;;
2013.02.14;00:00;23.59;Kreuther;0;0;0;;;;;
2013.02.15;00:00;23.59;Kreuther;0;0;0;;;;;
2013.02.16;00:00;23.59;Kreuther;0;0;0;;;;;
2013.02.17;00:00;23.59;Kreuther;0;0;0;;;;;
2013.02.18;00:00;23.59;Kreuther;0;0;0;;;;;
2013.02.19;00:00;23.59;Kreuther;0;0;0;;;;;
2013.02.20;00:00;23.59;Kreuther;0;0;0;;;;;
2013.02.21;00:00;23.59;Kreuther;0;0;0;;;;;
2013.02.22;00:00;23.59;Kreuther;0;0;0;;;;;
2013.02.23;00:00;23.59;Kreuther;0;0;0;;;;;
2013.02.24;00:00;23.59;Kreuther;0;0;0;;;;;
2013.02.25;00:00;23.59;Kreuther;0;0;0;;;;;
2013.02.26;00:00;23.59;Kreuther;0;0;0;;;;;
2013.02.27;00:00;23.59;Kreuther;0;0;0;;;;;
2013.02.28;00:00;23.59;Kreuther;4;10;14;;;;;
2013.02.01;00:00;23.59;Olympia;259;258;517;;;;;
2013.02.02;00:00;23.59;Olympia;170;159;329;;;;;
2013.02.03;00:00;23.59;Olympia;170;158;328;;;;;
2013.02.04;00:00;23.59;Olympia;290;280;570;;;;;
2013.02.05;00:00;23.59;Olympia;306;285;591;;;;;
2013.02.06;00:00;23.59;Olympia;245;262;507;;;;;
2013.02.07;00:00;23.59;Olympia;265;280;545;;;;;
2013.02.08;00:00;23.59;Olympia;238;233;471;;;;;
2013.02.09;00:00;23.59;Olympia;119;119;238;;;;;
2013.02.10;00:00;23.59;Olympia;150;130;280;;;;;
2013.02.11;00:00;23.59;Olympia;163;170;333;;;;;
2013.02.12;00:00;23.59;Olympia;143;146;289;;;;;
2013.02.13;00:00;23.59;Olympia;164;186;350;;;;;
2013.02.14;00:00;23.59;Olympia;172;182;354;;;;;
2013.02.15;00:00;23.59;Olympia;166;156;322;;;;;
2013.02.16;00:00;23.59;Olympia;126;134;260;;;;;
2013.02.17;00:00;23.59;Olympia;118;123;241;;;;;
2013.02.18;00:00;23.59;Olympia;275;287;562;;;;;
2013.02.19;00:00;23.59;Olympia;250;265;515;;;;;
2013.02.20;00:00;23.59;Olympia;156;196;352;;;;;
2013.02.21;00:00;23.59;Olympia;250;232;482;;;;;
2013.02.22;00:00;23.59;Olympia;159;190;349;;;;;
2013.02.23;00:00;23.59;Olympia;131;124;255;;;;;
2013.02.24;00:00;23.59;Olympia;109;115;224;;;;;
2013.02.25;00:00;23.59;Olympia;250;240;490;;;;;
2013.02.26;00:00;23.59;Olympia;198;231;429;;;;;
2013.02.27;00:00;23.59;Olympia;269;263;532;;;;;
2013.02.28;00:00;23.59;Olympia;282;279;561;;;;;
2013.02.01;00:00;23.59;Hirsch;83;93;176;;;;;
2013.02.02;00:00;23.59;Hirsch;39;35;74;;;;;
2013.02.03;00:00;23.59;Hirsch;38;37;75;;;;;
2013.02.04;00:00;23.59;Hirsch;75;99;174;;;;;
2013.02.05;00:00;23.59;Hirsch;95;116;211;;;;;
2013.02.06;00:00;23.59;Hirsch;102;105;207;;;;;
2013.02.07;00:00;23.59;Hirsch;67;82;149;;;;;
2013.02.08;00:00;23.59;Hirsch;81;86;167;;;;;
2013.02.09;00:00;23.59;Hirsch;31;26;57;;;;;
2013.02.10;00:00;23.59;Hirsch;17;20;37;;;;;
2013.02.11;00:00;23.59;Hirsch;71;79;150;;;;;
2013.02.12;00:00;23.59;Hirsch;59;61;120;;;;;
2013.02.13;00:00;23.59;Hirsch;42;49;91;;;;;
2013.02.14;00:00;23.59;Hirsch;50;57;107;;;;;
2013.02.15;00:00;23.59;Hirsch;48;49;97;;;;;
2013.02.16;00:00;23.59;Hirsch;26;20;46;;;;;
2013.02.17;00:00;23.59;Hirsch;15;16;31;;;;;
2013.02.18;00:00;23.59;Hirsch;102;84;186;;;;;
2013.02.19;00:00;23.59;Hirsch;82;74;156;;;;;
2013.02.20;00:00;23.59;Hirsch;75;69;144;;;;;
2013.02.21;00:00;23.59;Hirsch;97;92;189;;;;;
2013.02.22;00:00;23.59;Hirsch;64;78;142;;;;;
2013.02.23;00:00;23.59;Hirsch;20;17;37;;;;;
2013.02.24;00:00;23.59;Hirsch;29;19;48;;;;;
2013.02.25;00:00;23.59;Hirsch;110;111;221;;;;;
2013.02.26;00:00;23.59;Hirsch;78;73;151;;;;;
2013.02.27;00:00;23.59;Hirsch;92;82;174;;;;;
2013.02.28;00:00;23.59;Hirsch;101;97;198;;;;;
2013.02.01;00:00;23.59;Margareten;397;412;809;;;;;
