datum;uhrzeit_start;uhrzeit_ende;zaehlstelle;richtung_1;richtung_2;gesamt;min-temp;max-temp;niederschlag;bewoelkung;sonnenstunden
2011.03.01;00:00;23.59;Arnulf;541;21;562;;;;;
2011.03.02;00:00;23.59;Arnulf;534;18;552;;;;;
2011.03.03;00:00;23.59;Arnulf;496;16;512;;;;;
2011.03.04;00:00;23.59;Arnulf;463;24;487;;;;;
2011.03.05;00:00;23.59;Arnulf;287;18;305;;;;;
2011.03.06;00:00;23.59;Arnulf;192;15;207;;;;;
2011.03.07;00:00;23.59;Arnulf;440;20;460;;;;;
2011.03.08;00:00;23.59;Arnulf;461;12;473;;;;;
2011.03.09;00:00;23.59;Arnulf;525;29;554;;;;;
2011.03.10;00:00;23.59;Arnulf;507;28;535;;;;;
2011.03.11;00:00;23.59;Arnulf;518;30;548;;;;;
2011.03.12;00:00;23.59;Arnulf;454;16;470;;;;;
2011.03.13;00:00;23.59;Arnulf;308;15;323;;;;;
2011.03.14;00:00;23.59;Arnulf;734;30;764;;;;;
2011.03.15;00:00;23.59;Arnulf;790;36;826;;;;;
2011.03.16;00:00;23.59;Arnulf;647;34;681;;;;;
2011.03.17;00:00;23.59;Arnulf;212;13;225;;;;;
2011.03.18;00:00;23.59;Arnulf;306;25;331;;;;;
2011.03.19;00:00;23.59;Arnulf;289;13;302;;;;;
2011.03.20;00:00;23.59;Arnulf;306;8;314;;;;;
2011.03.21;00:00;23.59;Arnulf;682;34;716;;;;;
2011.03.22;00:00;23.59;Arnulf;759;20;779;;;;;
2011.03.23;00:00;23.59;Arnulf;726;45;771;;;;;
2011.03.24;00:00;23.59;Arnulf;768;33;801;;;;;
2011.03.25;00:00;23.59;Arnulf;763;27;790;;;;;
2011.03.26;00:00;23.59;Arnulf;358;10;368;;;;;
2011.03.27;00:00;23.59;Arnulf;96;5;101;;;;;
2011.03.28;00:00;23.59;Arnulf;534;23;557;;;;;
2011.03.29;00:00;23.59;Arnulf;788;41;829;;;;;
2011.03.30;00:00;23.59;Arnulf;799;26;825;;;;;
2011.03.31;00:00;23.59;Arnulf;600;22;622;;;;;
2011.03.01;00:00;23.59;Kreuther;52;27;79;;;;;
2011.03.02;00:00;23.59;Kreuther;43;32;75;;;;;
2011.03.03;00:00;23.59;Kreuther;47;28;75;;;;;
2011.03.04;00:00;23.59;Kreuther;30;16;46;;;;;
2011.03.05;00:00;23.59;Kreuther;47;16;63;;;;;
2011.03.06;00:00;23.59;Kreuther;40;28;68;;;;;
2011.03.07;00:00;23.59;Kreuther;44;34;78;;;;;
2011.03.08;00:00;23.59;Kreuther;67;51;118;;;;;
2011.03.09;00:00;23.59;Kreuther;108;65;173;;;;;
2011.03.10;00:00;23.59;Kreuther;118;90;208;;;;;
2011.03.11;00:00;23.59;Kreuther;190;114;304;;;;;
2011.03.12;00:00;23.59;Kreuther;192;128;320;;;;;
2011.03.13;00:00;23.59;Kreuther;168;99;267;;;;;
2011.03.14;00:00;23.59;Kreuther;254;174;428;;;;;
2011.03.15;00:00;23.59;Kreuther;311;214;525;;;;;
2011.03.16;00:00;23.59;Kreuther;253;146;399;;;;;
2011.03.17;00:00;23.59;Kreuther;112;78;190;;;;;
2011.03.18;00:00;23.59;Kreuther;98;66;164;;;;;
2011.03.19;00:00;23.59;Kreuther;86;61;147;;;;;
2011.03.20;00:00;23.59;Kreuther;143;104;247;;;;;
2011.03.21;00:00;23.59;Kreuther;222;149;371;;;;;
2011.03.22;00:00;23.59;Kreuther;230;167;397;;;;;
2011.03.23;00:00;23.59;Kreuther;282;190;472;;;;;
2011.03.24;00:00;23.59;Kreuther;344;237;581;;;;;
2011.03.25;00:00;23.59;Kreuther;339;230;569;;;;;
2011.03.26;00:00;23.59;Kreuther;139;98;237;;;;;
2011.03.27;00:00;23.59;Kreuther;26;29;55;;;;;
2011.03.28;00:00;23.59;Kreuther;233;186;419;;;;;
2011.03.29;00:00;23.59;Kreuther;330;246;576;;;;;
2011.03.30;00:00;23.59;Kreuther;320;245;565;;;;;
2011.03.31;00:00;23.59;Kreuther;261;177;438;;;;;
2011.03.01;00:00;23.59;Olympia;371;384;755;;;;;
2011.03.02;00:00;23.59;Olympia;365;388;753;;;;;
2011.03.03;00:00;23.59;Olympia;385;404;789;;;;;
2011.03.04;00:00;23.59;Olympia;285;330;615;;;;;
2011.03.05;00:00;23.59;Olympia;361;346;707;;;;;
2011.03.06;00:00;23.59;Olympia;345;319;664;;;;;
2011.03.07;00:00;23.59;Olympia;294;343;637;;;;;
2011.03.08;00:00;23.59;Olympia;423;417;840;;;;;
2011.03.09;00:00;23.59;Olympia;527;593;1120;;;;;
2011.03.10;00:00;23.59;Olympia;439;448;887;;;;;
2011.03.11;00:00;23.59;Olympia;475;491;966;;;;;
2011.03.12;00:00;23.59;Olympia;566;536;1102;;;;;
2011.03.13;00:00;23.59;Olympia;659;595;1254;;;;;
2011.03.14;00:00;23.59;Olympia;639;619;1258;;;;;
2011.03.15;00:00;23.59;Olympia;776;808;1584;;;;;
2011.03.16;00:00;23.59;Olympia;548;524;1072;;;;;
2011.03.17;00:00;23.59;Olympia;237;259;496;;;;;
2011.03.18;00:00;23.59;Olympia;274;293;567;;;;;
2011.03.19;00:00;23.59;Olympia;334;295;629;;;;;
2011.03.20;00:00;23.59;Olympia;775;705;1480;;;;;
2011.03.21;00:00;23.59;Olympia;597;619;1216;;;;;
2011.03.22;00:00;23.59;Olympia;718;712;1430;;;;;
2011.03.23;00:00;23.59;Olympia;834;827;1661;;;;;
2011.03.24;00:00;23.59;Olympia;866;860;1726;;;;;
2011.03.25;00:00;23.59;Olympia;746;768;1514;;;;;
2011.03.26;00:00;23.59;Olympia;477;409;886;;;;;
2011.03.27;00:00;23.59;Olympia;147;139;286;;;;;
2011.03.28;00:00;23.59;Olympia;640;645;1285;;;;;
2011.03.29;00:00;23.59;Olympia;805;898;1703;;;;;
2011.03.30;00:00;23.59;Olympia;794;827;1621;;;;;
2011.03.31;00:00;23.59;Olympia;518;531;1049;;;;;
2011.03.01;00:00;23.59;Hirsch;134;117;251;;;;;
2011.03.02;00:00;23.59;Hirsch;129;112;241;;;;;
2011.03.03;00:00;23.59;Hirsch;144;143;287;;;;;
2011.03.04;00:00;23.59;Hirsch;119;126;245;;;;;
2011.03.05;00:00;23.59;Hirsch;94;104;198;;;;;
2011.03.06;00:00;23.59;Hirsch;78;88;166;;;;;
2011.03.07;00:00;23.59;Hirsch;113;107;220;;;;;
2011.03.08;00:00;23.59;Hirsch;173;150;323;;;;;
2011.03.09;00:00;23.59;Hirsch;183;202;385;;;;;
2011.03.10;00:00;23.59;Hirsch;144;169;313;;;;;
