datum;uhrzeit_start;uhrzeit_ende;zaehlstelle;richtung_1;richtung_2;gesamt;min-temp;max-temp;niederschlag;bewoelkung;sonnenstunden
2015.08.01;00:00;23.59;Arnulf;1141;63;1204;14,0;21,2;0,8;91;2,2
2015.08.02;00:00;23.59;Arnulf;1006;47;1053;16,2;25,1;0,3;59;5,5
2015.08.03;00:00;23.59;Arnulf;2090;87;2177;13,3;30,2;0,0;3;14,4
2015.08.04;00:00;23.59;Arnulf;2009;92;2101;15,6;32,3;0,0;39;10,9
2015.08.05;00:00;23.59;Arnulf;2072;93;2165;16,3;31,3;0,0;8;13,9
2015.08.06;00:00;23.59;Arnulf;2038;91;2129;17,3;35,3;0,0;8;13,8
2015.08.07;00:00;23.59;Arnulf;1775;98;1873;18,1;36,5;0,0;13;14,0
2015.08.08;00:00;23.59;Arnulf;1308;50;1358;20,7;35,5;1,4;38;12,9
2015.08.09;00:00;23.59;Arnulf;1022;62;1084;20,3;34,1;0,0;11;13,1
2015.08.10;00:00;23.59;Arnulf;1871;98;1969;19,9;31,2;0,0;30;9,6
2015.08.11;00:00;23.59;Arnulf;1914;94;2008;19,7;32,2;0,0;14;10,7
2015.08.12;00:00;23.59;Arnulf;1893;77;1970;18,4;34,8;0,0;6;12,9
2015.08.13;00:00;23.59;Arnulf;1856;95;1951;18,4;35,6;0,0;10;12,7
2015.08.14;00:00;23.59;Arnulf;1368;80;1448;19,1;32,5;1,3;50;8,7
2015.08.15;00:00;23.59;Arnulf;743;37;780;16,0;25,5;3,5;88;3,7
2015.08.16;00:00;23.59;Arnulf;446;35;481;14,9;19,5;4,4;98;0,4
2015.08.17;00:00;23.59;Arnulf;767;54;821;13,7;16,2;4,4;98;0,0
2015.08.18;00:00;23.59;Arnulf;1489;66;1555;11,9;22,9;0,3;75;4,2
2015.08.19;00:00;23.59;Arnulf;1234;79;1313;13,8;17,5;0,0;99;0,0
2015.08.20;00:00;23.59;Arnulf;1293;88;1381;13,5;21,3;18,4;93;2,6
2015.08.21;00:00;23.59;Arnulf;1278;68;1346;11,5;23,7;0,0;58;4,5
2015.08.22;00:00;23.59;Arnulf;1152;45;1197;11,2;24,9;0,0;4;12,8
2015.08.23;00:00;23.59;Arnulf;875;36;911;11,0;28,2;17,5;38;10,3
2015.08.24;00:00;23.59;Arnulf;1389;84;1473;14,6;28,9;14,1;83;6,5
2015.08.25;00:00;23.59;Arnulf;1417;60;1477;12,0;21,9;0,0;49;7,6
2015.08.26;00:00;23.59;Arnulf;1813;81;1894;10,8;26,8;0,0;3;13,4
2015.08.27;00:00;23.59;Arnulf;1745;92;1837;14,4;31,3;0,0;15;11,3
2015.08.28;00:00;23.59;Arnulf;1624;97;1721;19,1;31,7;0,0;31;9,9
2015.08.29;00:00;23.59;Arnulf;1253;51;1304;16,5;31,7;0,0;3;13,0
2015.08.30;00:00;23.59;Arnulf;1007;59;1066;19,0;33,4;0,0;1;12,9
2015.08.31;00:00;23.59;Arnulf;1779;82;1861;19,9;32,6;0,0;6;12,9
2015.08.01;00:00;23.59;Kreuther;58;110;168;14,0;21,2;0,8;91;2,2
2015.08.02;00:00;23.59;Kreuther;70;136;206;16,2;25,1;0,3;59;5,5
2015.08.03;00:00;23.59;Kreuther;127;218;345;13,3;30,2;0,0;3;14,4
2015.08.04;00:00;23.59;Kreuther;111;203;314;15,6;32,3;0,0;39;10,9
2015.08.05;00:00;23.59;Kreuther;122;242;364;16,3;31,3;0,0;8;13,9
2015.08.06;00:00;23.59;Kreuther;116;197;313;17,3;35,3;0,0;8;13,8
2015.08.07;00:00;23.59;Kreuther;110;187;297;18,1;36,5;0,0;13;14,0
2015.08.08;00:00;23.59;Kreuther;78;160;238;20,7;35,5;1,4;38;12,9
2015.08.09;00:00;23.59;Kreuther;69;127;196;20,3;34,1;0,0;11;13,1
2015.08.10;00:00;23.59;Kreuther;130;227;357;19,9;31,2;0,0;30;9,6
2015.08.11;00:00;23.59;Kreuther;127;232;359;19,7;32,2;0,0;14;10,7
2015.08.12;00:00;23.59;Kreuther;144;243;387;18,4;34,8;0,0;6;12,9
2015.08.13;00:00;23.59;Kreuther;120;231;351;18,4;35,6;0,0;10;12,7
2015.08.14;00:00;23.59;Kreuther;104;143;247;19,1;32,5;1,3;50;8,7
2015.08.15;00:00;23.59;Kreuther;65;150;215;16,0;25,5;3,5;88;3,7
2015.08.16;00:00;23.59;Kreuther;28;68;96;14,9;19,5;4,4;98;0,4
2015.08.17;00:00;23.59;Kreuther;39;76;115;13,7;16,2;4,4;98;0,0
2015.08.18;00:00;23.59;Kreuther;100;176;276;11,9;22,9;0,3;75;4,2
2015.08.19;00:00;23.59;Kreuther;79;142;221;13,8;17,5;0,0;99;0,0
2015.08.20;00:00;23.59;Kreuther;97;145;242;13,5;21,3;18,4;93;2,6
2015.08.21;00:00;23.59;Kreuther;89;149;238;11,5;23,7;0,0;58;4,5
2015.08.22;00:00;23.59;Kreuther;99;177;276;11,2;24,9;0,0;4;12,8
2015.08.23;00:00;23.59;Kreuther;97;185;282;11,0;28,2;17,5;38;10,3
2015.08.24;00:00;23.59;Kreuther;94;159;253;14,6;28,9;14,1;83;6,5
2015.08.25;00:00;23.59;Kreuther;97;174;271;12,0;21,9;0,0;49;7,6
2015.08.26;00:00;23.59;Kreuther;124;219;343;10,8;26,8;0,0;3;13,4
2015.08.27;00:00;23.59;Kreuther;128;201;329;14,4;31,3;0,0;15;11,3
2015.08.28;00:00;23.59;Kreuther;125;201;326;19,1;31,7;0,0;31;9,9
2015.08.29;00:00;23.59;Kreuther;144;150;294;16,5;31,7;0,0;3;13,0
2015.08.30;00:00;23.59;Kreuther;89;150;239;19,0;33,4;0,0;1;12,9
2015.08.31;00:00;23.59;Kreuther;122;194;316;19,9;32,6;0,0;6;12,9
2015.08.01;00:00;23.59;Olympia;968;972;1940;14,0;21,2;0,8;91;2,2
2015.08.02;00:00;23.59;Olympia;1573;1470;3043;16,2;25,1;0,3;59;5,5
2015.08.03;00:00;23.59;Olympia;1444;1428;2872;13,3;30,2;0,0;3;14,4
2015.08.04;00:00;23.59;Olympia;1352;1367;2719;15,6;32,3;0,0;39;10,9
2015.08.05;00:00;23.59;Olympia;1616;1582;3198;16,3;31,3;0,0;8;13,9
2015.08.06;00:00;23.59;Olympia;2565;2144;4709;17,3;35,3;0,0;8;13,8
2015.08.07;00:00;23.59;Olympia;1231;1265;2496;18,1;36,5;0,0;13;14,0
2015.08.08;00:00;23.59;Olympia;796;1030;1826;20,7;35,5;1,4;38;12,9
2015.08.09;00:00;23.59;Olympia;1034;1224;2258;20,3;34,1;0,0;11;13,1
2015.08.10;00:00;23.59;Olympia;934;1209;2143;19,9;31,2;0,0;30;9,6
2015.08.11;00:00;23.59;Olympia;1339;1539;2878;19,7;32,2;0,0;14;10,7
2015.08.12;00:00;23.59;Olympia;1207;1458;2665;18,4;34,8;0,0;6;12,9
2015.08.13;00:00;23.59;Olympia;925;1382;2307;18,4;35,6;0,0;10;12,7
2015.08.14;00:00;23.59;Olympia;551;877;1428;19,1;32,5;1,3;50;8,7
2015.08.15;00:00;23.59;Olympia;686;992;1678;16,0;25,5;3,5;88;3,7
2015.08.16;00:00;23.59;Olympia;254;442;696;14,9;19,5;4,4;98;0,4
2015.08.17;00:00;23.59;Olympia;233;413;646;13,7;16,2;4,4;98;0,0
2015.08.18;00:00;23.59;Olympia;660;1055;1715;11,9;22,9;0,3;75;4,2
2015.08.19;00:00;23.59;Olympia;313;727;1040;13,8;17,5;0,0;99;0,0
2015.08.20;00:00;23.59;Olympia;513;745;1258;13,5;21,3;18,4;93;2,6
2015.08.21;00:00;23.59;Olympia;805;1017;1822;11,5;23,7;0,0;58;4,5
2015.08.22;00:00;23.59;Olympia;958;1169;2127;11,2;24,9;0,0;4;12,8
2015.08.23;00:00;23.59;Olympia;885;1020;1905;11,0;28,2;17,5;38;10,3
2015.08.24;00:00;23.59;Olympia;601;832;1433;14,6;28,9;14,1;83;6,5
2015.08.25;00:00;23.59;Olympia;653;857;1510;12,0;21,9;0,0;49;7,6
2015.08.26;00:00;23.59;Olympia;976;1199;2175;10,8;26,8;0,0;3;13,4
2015.08.27;00:00;23.59;Olympia;968;1044;2012;14,4;31,3;0,0;15;11,3
2015.08.28;00:00;23.59;Olympia;1009;914;1923;19,1;31,7;0,0;31;9,9
2015.08.29;00:00;23.59;Olympia;783;772;1555;16,5;31,7;0,0;3;13,0
2015.08.30;00:00;23.59;Olympia;837;817;1654;19,0;33,4;0,0;1;12,9
2015.08.31;00:00;23.59;Olympia;1023;1080;2103;19,9;32,6;0,0;6;12,9
2015.08.01;00:00;23.59;Hirsch;291;328;619;14,0;21,2;0,8;91;2,2
